Date, Australian Dollar into Sterling , Canadian Dollar into Sterling , Japanese Yen into Sterling , Saudi Riyal into Sterling , US $ into Sterling 
07/11/1983, 1.6310 , 1.8352 , 351.9684 , 5.1625 , 1.4856 
08/11/1983, 1.6265 , 1.8341 , 350.3845 , 5.1562 , 1.4838 
09/11/1983, 1.6278 , 1.8350 , 349.7610 , 5.1621 , 1.4855 
10/11/1983, 1.6235 , 1.8374 , 349.0149 , 5.1722 , 1.4884 
11/11/1983, 1.6190 , 1.8379 , 350.3009 , 5.1635 , 1.4859 
14/11/1983, 1.6187 , 1.8371 , 348.7289 , 5.1666 , 1.4868 
15/11/1983, 1.6158 , 1.8348 , 347.9707 , 5.1576 , 1.4842 
16/11/1983, 1.6131 , 1.8372 , 348.5287 , 5.1645 , 1.4862 
17/11/1983, 1.6116 , 1.8299 , 348.3609 , 5.1388 , 1.4788 
18/11/1983, 1.6026 , 1.8202 , 347.1115 , 5.1100 , 1.4705 
21/11/1983, 1.5974 , 1.8176 , 345.7932 , 5.1010 , 1.4679 
22/11/1983, 1.5957 , 1.8173 , 344.8916 , 5.1065 , 1.4695 
23/11/1983, 1.5952 , 1.8175 , 344.7773 , 5.1037 , 1.4687 
24/11/1983, 1.5967 , 1.8170 , 344.6154 , 5.0933 , 1.4657 
25/11/1983, 1.5952 , 1.8099 , 343.0992 , 5.0718 , 1.4595 
28/11/1983, 1.5987 , 1.8117 , 342.5990 , 5.0791 , 1.4616 
29/11/1983, 1.5990 , 1.8076 , 342.0567 , 5.0624 , 1.4568 
30/11/1983, 1.6020 , 1.8158 , 340.6740 , 5.0957 , 1.4664 
01/12/1983, 1.5827 , 1.8093 , 339.8446 , 5.0718 , 1.4595 
02/12/1983, 1.5839 , 1.8123 , 339.7578 , 5.0613 , 1.4565 
05/12/1983, 1.5951 , 1.8066 , 340.6734 , 5.0408 , 1.4506 
06/12/1983, 1.5946 , 1.8028 , 339.0100 , 5.0387 , 1.4500 
07/12/1983, 1.5933 , 1.8015 , 338.9645 , 5.0308 , 1.4477 
08/12/1983, 1.6040 , 1.7949 , 337.2857 , 5.0099 , 1.4417 
09/12/1983, 1.5781 , 1.7935 , 339.4389 , 4.9932 , 1.4369 
12/12/1983, 1.5726 , 1.7894 , 339.0220 , 4.9825 , 1.4338 
13/12/1983, 1.5761 , 1.7758 , 335.1900 , 4.9387 , 1.4212 
14/12/1983, 1.5846 , 1.7736 , 333.4894 , 4.9293 , 1.4185 
15/12/1983, 1.5871 , 1.7749 , 333.3246 , 4.9369 , 1.4207 
16/12/1983, 1.5871 , 1.7723 , 333.6091 , 4.9237 , 1.4169 
19/12/1983, 1.6114 , 1.7740 , 335.1914 , 4.9314 , 1.4191 
20/12/1983, 1.6120 , 1.7723 , 332.8777 , 4.9324 , 1.4194 
21/12/1983, 1.6067 , 1.7785 , 334.3659 , 4.9467 , 1.4235 
22/12/1983, 1.5766 , 1.7791 , 333.5288 , 4.9581 , 1.4268 
23/12/1983, 1.5905 , 1.7845 , 335.0354 , 4.9797 , 1.4330 
28/12/1983, 1.5961 , 1.7871 , 334.8590 , 5.0143 , 1.4347 
29/12/1983, 1.6131 , 1.8012 , 335.7329 , 5.0573 , 1.4470 
30/12/1983, 1.6156 , 1.8070 , 336.2832 , 5.0747 , 1.4520 
03/01/1984, 1.5906 , 1.7826 , 331.2874 , 5.0006 , 1.4308 
04/01/1984, 1.5784 , 1.7686 , 330.7776 , 4.9489 , 1.4160 
05/01/1984, 1.5690 , 1.7644 , 329.4521 , 4.9356 , 1.4122 
06/01/1984, 1.5466 , 1.7584 , 327.3190 , 4.9189 , 1.4074 
09/01/1984, 1.5397 , 1.7527 , 326.6526 , 4.9056 , 1.3996 
10/01/1984, 1.5460 , 1.7597 , 328.2681 , 4.9284 , 1.4061 
11/01/1984, 1.5431 , 1.7496 , 326.9728 , 4.8972 , 1.3972 
12/01/1984, 1.5454 , 1.7454 , 328.3877 , 4.8958 , 1.3968 
13/01/1984, 1.5550 , 1.7598 , 329.2345 , 4.9431 , 1.4103 
16/01/1984, 1.5639 , 1.7649 , 330.4644 , 4.9652 , 1.4166 
17/01/1984, 1.5679 , 1.7648 , 331.5570 , 4.9620 , 1.4157 
18/01/1984, 1.5618 , 1.7578 , 328.8390 , 4.9329 , 1.4074 
19/01/1984, 1.5756 , 1.7702 , 331.1805 , 4.9785 , 1.4204 
20/01/1984, 1.5547 , 1.7498 , 328.3813 , 4.9158 , 1.4025 
23/01/1984, 1.5598 , 1.7560 , 329.6112 , 4.9413 , 1.4098 
24/01/1984, 1.5429 , 1.7447 , 327.7475 , 4.9010 , 1.3983 
25/01/1984, 1.5427 , 1.7503 , 328.4376 , 4.9168 , 1.4028 
26/01/1984, 1.5460 , 1.7561 , 329.7719 , 4.9378 , 1.4088 
27/01/1984, 1.5369 , 1.7524 , 328.9854 , 4.9231 , 1.4046 
30/01/1984, 1.5314 , 1.7550 , 329.7445 , 4.9284 , 1.4061 
31/01/1984, 1.5286 , 1.7526 , 329.1440 , 4.9186 , 1.4033 
01/02/1984, 1.5270 , 1.7560 , 330.0165 , 4.9312 , 1.4069 
02/02/1984, 1.5390 , 1.7695 , 331.7151 , 4.9789 , 1.4205 
03/02/1984, 1.5449 , 1.7748 , 331.8178 , 4.9894 , 1.4235 
06/02/1984, 1.5488 , 1.7777 , 332.7802 , 5.0023 , 1.4272 
07/02/1984, 1.5334 , 1.7631 , 330.6883 , 4.9543 , 1.4135 
08/02/1984, 1.5236 , 1.7607 , 330.7126 , 4.9526 , 1.4130 
09/02/1984, 1.5284 , 1.7720 , 332.5011 , 4.9894 , 1.4235 
10/02/1984, 1.5205 , 1.7626 , 331.8182 , 4.9575 , 1.4144 
13/02/1984, 1.5223 , 1.7689 , 332.3219 , 4.9711 , 1.4183 
14/02/1984, 1.5211 , 1.7747 , 333.0324 , 4.9841 , 1.4220 
15/02/1984, 1.5312 , 1.7886 , 334.9919 , 5.0321 , 1.4357 
16/02/1984, 1.5331 , 1.8039 , 336.7143 , 5.0728 , 1.4473 
17/02/1984, 1.5347 , 1.8092 , 338.2850 , 5.0822 , 1.4500 
20/02/1984, 1.5318 , 1.8056 , 337.4941 , 5.0693 , 1.4463 
21/02/1984, 1.5423 , 1.8084 , 338.5324 , 5.0731 , 1.4474 
22/02/1984, 1.5419 , 1.8152 , 339.2071 , 5.1005 , 1.4552 
23/02/1984, 1.5494 , 1.8273 , 341.3824 , 5.1275 , 1.4629 
24/02/1984, 1.5545 , 1.8333 , 341.8576 , 5.1425 , 1.4672 
27/02/1984, 1.5564 , 1.8385 , 342.4385 , 5.1429 , 1.4673 
28/02/1984, 1.5782 , 1.8681 , 347.8936 , 5.2228 , 1.4901 
29/02/1984, 1.5802 , 1.8668 , 347.9371 , 5.2277 , 1.4915 
01/03/1984, 1.5679 , 1.8525 , 345.5509 , 5.1899 , 1.4807 
02/03/1984, 1.5710 , 1.8552 , 338.1345 , 5.2049 , 1.4850 
05/03/1984, 1.5544 , 1.8584 , 333.2029 , 5.2021 , 1.4842 
06/03/1984, 1.5504 , 1.8581 , 330.8990 , 5.1888 , 1.4804 
07/03/1984, 1.5517 , 1.8639 , 329.9285 , 5.1856 , 1.4795 
08/03/1984, 1.5398 , 1.8557 , 328.3084 , 5.1429 , 1.4673 
09/03/1984, 1.5296 , 1.8534 , 327.2981 , 5.1191 , 1.4605 
12/03/1984, 1.5240 , 1.8610 , 327.0692 , 5.1036 , 1.4561 
13/03/1984, 1.5190 , 1.8534 , 326.6940 , 5.1268 , 1.4627 
14/03/1984, 1.5260 , 1.8779 , 327.7301 , 5.1692 , 1.4748 
15/03/1984, 1.5113 , 1.8553 , 326.6650 , 5.1057 , 1.4567 
16/03/1984, 1.5030 , 1.8373 , 326.4742 , 5.0756 , 1.4481 
19/03/1984, 1.5102 , 1.8357 , 325.8963 , 5.0676 , 1.4417 
20/03/1984, 1.5040 , 1.8336 , 324.7722 , 5.0570 , 1.4387 
21/03/1984, 1.5046 , 1.8304 , 324.1858 , 5.0321 , 1.4316 
22/03/1984, 1.5197 , 1.8218 , 323.6685 , 5.0229 , 1.4290 
23/03/1984, 1.5252 , 1.8354 , 324.3000 , 5.0528 , 1.4375 
26/03/1984, 1.5134 , 1.8394 , 324.1213 , 5.0669 , 1.4415 
27/03/1984, 1.5290 , 1.8522 , 324.4744 , 5.0971 , 1.4501 
28/03/1984, 1.5416 , 1.8508 , 325.6264 , 5.0834 , 1.4462 
29/03/1984, 1.5450 , 1.8562 , 324.5554 , 5.1020 , 1.4515 
30/03/1984, 1.5395 , 1.8404 , 323.2564 , 5.0669 , 1.4415 
02/04/1984, 1.5269 , 1.8365 , 322.8142 , 5.0595 , 1.4394 
03/04/1984, 1.5212 , 1.8235 , 321.2308 , 5.0201 , 1.4282 
04/04/1984, 1.5225 , 1.8334 , 322.3759 , 5.0324 , 1.4317 
05/04/1984, 1.5353 , 1.8337 , 322.4182 , 5.0423 , 1.4345 
06/04/1984, 1.5476 , 1.8283 , 321.7696 , 5.0212 , 1.4285 
09/04/1984, 1.5649 , 1.8340 , 322.9161 , 5.0433 , 1.4348 
10/04/1984, 1.5627 , 1.8321 , 322.8549 , 5.0370 , 1.4330 
11/04/1984, 1.5559 , 1.8395 , 320.1457 , 5.0644 , 1.4408 
12/04/1984, 1.5574 , 1.8355 , 320.9827 , 5.0511 , 1.4370 
13/04/1984, 1.5551 , 1.8253 , 320.9020 , 5.0177 , 1.4275 
16/04/1984, 1.5517 , 1.8219 , 320.8556 , 5.0011 , 1.4228 
17/04/1984, 1.5430 , 1.8192 , 319.7367 , 4.9983 , 1.4220 
18/04/1984, 1.5384 , 1.8158 , 318.6377 , 4.9860 , 1.4185 
19/04/1984, 1.5394 , 1.8203 , 319.3010 , 4.9955 , 1.4212 
24/04/1984, 1.5368 , 1.8083 , 318.2029 , 4.9618 , 1.4116 
25/04/1984, 1.5362 , 1.8078 , 318.3970 , 4.9663 , 1.4129 
26/04/1984, 1.5295 , 1.7988 , 317.9448 , 4.9435 , 1.4064 
27/04/1984, 1.5259 , 1.8000 , 317.8710 , 4.9410 , 1.4057 
30/04/1984, 1.5191 , 1.7910 , 316.8676 , 4.9076 , 1.3962 
01/05/1984, 1.5116 , 1.7986 , 317.1154 , 4.9069 , 1.3960 
02/05/1984, 1.5057 , 1.8116 , 317.4856 , 4.9168 , 1.3988 
03/05/1984, 1.5057 , 1.8101 , 318.2015 , 4.9333 , 1.4035 
04/05/1984, 1.5222 , 1.8229 , 320.2164 , 4.9639 , 1.4122 
08/05/1984, 1.5161 , 1.7901 , 316.8141 , 4.8584 , 1.3822 
09/05/1984, 1.5210 , 1.7922 , 317.2595 , 4.8634 , 1.3836 
10/05/1984, 1.5306 , 1.7939 , 317.8829 , 4.8591 , 1.3824 
11/05/1984, 1.5360 , 1.7914 , 318.7811 , 4.8665 , 1.3845 
14/05/1984, 1.5465 , 1.7935 , 320.7804 , 4.8714 , 1.3859 
15/05/1984, 1.5414 , 1.7951 , 321.2282 , 4.8700 , 1.3855 
16/05/1984, 1.5392 , 1.8000 , 321.9463 , 4.8936 , 1.3922 
17/05/1984, 1.5556 , 1.8078 , 324.5457 , 4.9140 , 1.3980 
18/05/1984, 1.5521 , 1.7976 , 323.6449 , 4.8795 , 1.3882 
21/05/1984, 1.5569 , 1.8036 , 324.8018 , 4.8989 , 1.3937 
22/05/1984, 1.5440 , 1.7987 , 324.0825 , 4.8844 , 1.3896 
23/05/1984, 1.5293 , 1.7921 , 318.9933 , 4.8672 , 1.3847 
24/05/1984, 1.5289 , 1.7834 , 319.1796 , 4.8342 , 1.3753 
25/05/1984, 1.5387 , 1.7908 , 320.7417 , 4.8637 , 1.3837 
29/05/1984, 1.5411 , 1.7931 , 321.0465 , 4.8648 , 1.3840 
30/05/1984, 1.5393 , 1.7918 , 320.1749 , 4.8669 , 1.3846 
31/05/1984, 1.5419 , 1.7945 , 320.9748 , 4.8735 , 1.3865 
01/06/1984, 1.5448 , 1.8058 , 321.5232 , 4.9052 , 1.3955 
04/06/1984, 1.5491 , 1.8162 , 321.6443 , 4.9263 , 1.4015 
05/06/1984, 1.5573 , 1.8153 , 321.0774 , 4.9101 , 1.3969 
06/06/1984, 1.5615 , 1.8185 , 322.7905 , 4.9045 , 1.3993 
07/06/1984, 1.5603 , 1.8180 , 323.4956 , 4.9031 , 1.3989 
08/06/1984, 1.5534 , 1.8141 , 322.9664 , 4.8867 , 1.3942 
11/06/1984, 1.5554 , 1.8162 , 322.8673 , 4.8919 , 1.3957 
12/06/1984, 1.5484 , 1.8034 , 321.9917 , 4.8604 , 1.3867 
13/06/1984, 1.5504 , 1.8016 , 321.6198 , 4.8537 , 1.3848 
14/06/1984, 1.5543 , 1.8026 , 320.8590 , 4.8579 , 1.3860 
15/06/1984, 1.5564 , 1.7911 , 320.9828 , 4.8306 , 1.3782 
18/06/1984, 1.5590 , 1.7891 , 320.9963 , 4.8215 , 1.3756 
19/06/1984, 1.5566 , 1.7895 , 320.4471 , 4.8225 , 1.3759 
20/06/1984, 1.5560 , 1.7789 , 320.3856 , 4.7948 , 1.3680 
21/06/1984, 1.5715 , 1.7782 , 320.2678 , 4.7833 , 1.3647 
22/06/1984, 1.5693 , 1.7818 , 321.3769 , 4.7791 , 1.3635 
25/06/1984, 1.5814 , 1.7717 , 321.8301 , 4.7388 , 1.3520 
26/06/1984, 1.5732 , 1.7755 , 320.8945 , 4.7433 , 1.3533 
27/06/1984, 1.5625 , 1.7742 , 320.6733 , 4.7265 , 1.3485 
28/06/1984, 1.5607 , 1.7773 , 320.1525 , 4.7318 , 1.3500 
29/06/1984, 1.5756 , 1.7879 , 322.0534 , 4.7538 , 1.3563 
02/07/1984, 1.5718 , 1.7763 , 322.2606 , 4.7300 , 1.3495 
03/07/1984, 1.5670 , 1.7616 , 320.0922 , 4.6827 , 1.3360 
04/07/1984, 1.5626 , 1.7669 , 320.1323 , 4.6827 , 1.3360 
05/07/1984, 1.5600 , 1.7604 , 318.9295 , 4.6476 , 1.3260 
06/07/1984, 1.5609 , 1.7497 , 317.5493 , 4.6231 , 1.3190 
09/07/1984, 1.5764 , 1.7399 , 317.5145 , 4.5898 , 1.3095 
10/07/1984, 1.5742 , 1.7349 , 315.8758 , 4.5810 , 1.3070 
11/07/1984, 1.5892 , 1.7449 , 317.0490 , 4.5887 , 1.3092 
12/07/1984, 1.5781 , 1.7475 , 317.6531 , 4.5884 , 1.3091 
13/07/1984, 1.5738 , 1.7543 , 319.1623 , 4.6308 , 1.3212 
16/07/1984, 1.5841 , 1.7585 , 318.6576 , 4.6448 , 1.3252 
17/07/1984, 1.5888 , 1.7584 , 320.3447 , 4.6361 , 1.3227 
18/07/1984, 1.5862 , 1.7503 , 320.0730 , 4.6087 , 1.3149 
19/07/1984, 1.5968 , 1.7581 , 322.0886 , 4.6364 , 1.3228 
20/07/1984, 1.6012 , 1.7579 , 323.4511 , 4.6410 , 1.3241 
23/07/1984, 1.6101 , 1.7496 , 325.5921 , 4.6182 , 1.3176 
24/07/1984, 1.6042 , 1.7437 , 325.5437 , 4.6308 , 1.3212 
25/07/1984, 1.6001 , 1.7536 , 327.3953 , 4.6704 , 1.3325 
26/07/1984, 1.5894 , 1.7476 , 324.1763 , 4.6634 , 1.3305 
27/07/1984, 1.5729 , 1.7230 , 321.5142 , 4.5968 , 1.3115 
30/07/1984, 1.5784 , 1.7212 , 322.0742 , 4.5863 , 1.3085 
31/07/1984, 1.5695 , 1.7194 , 320.2773 , 4.5951 , 1.3110 
01/08/1984, 1.5587 , 1.7005 , 319.3925 , 4.5607 , 1.3012 
02/08/1984, 1.5705 , 1.7112 , 321.4724 , 4.6000 , 1.3124 
03/08/1984, 1.5703 , 1.7343 , 320.6102 , 4.6441 , 1.3250 
06/08/1984, 1.5715 , 1.7302 , 320.9311 , 4.6354 , 1.3225 
07/08/1984, 1.5514 , 1.7039 , 319.3742 , 4.5765 , 1.3057 
08/08/1984, 1.5546 , 1.7080 , 319.1554 , 4.5940 , 1.3107 
09/08/1984, 1.5588 , 1.7139 , 319.0169 , 4.5954 , 1.3111 
10/08/1984, 1.5570 , 1.7153 , 318.4322 , 4.5968 , 1.3115 
13/08/1984, 1.5518 , 1.7088 , 318.2390 , 4.5998 , 1.3049 
14/08/1984, 1.5703 , 1.7291 , 319.8488 , 4.6696 , 1.3247 
15/08/1984, 1.5649 , 1.7206 , 319.7833 , 4.6551 , 1.3206 
16/08/1984, 1.5706 , 1.7315 , 319.5292 , 4.6794 , 1.3275 
17/08/1984, 1.5521 , 1.7254 , 318.6832 , 4.6657 , 1.3236 
20/08/1984, 1.5417 , 1.7186 , 318.1573 , 4.6534 , 1.3201 
21/08/1984, 1.5385 , 1.7098 , 317.6458 , 4.6297 , 1.3134 
22/08/1984, 1.5309 , 1.7025 , 316.0682 , 4.6125 , 1.3085 
23/08/1984, 1.5318 , 1.7033 , 315.8047 , 4.6216 , 1.3111 
24/08/1984, 1.5296 , 1.6979 , 315.2831 , 4.6125 , 1.3085 
28/08/1984, 1.5411 , 1.7046 , 316.3374 , 4.6202 , 1.3107 
29/08/1984, 1.5395 , 1.7077 , 316.1965 , 4.6326 , 1.3142 
30/08/1984, 1.5437 , 1.7012 , 316.1891 , 4.6209 , 1.3109 
31/08/1984, 1.5427 , 1.6987 , 316.3429 , 4.6170 , 1.3098 
03/09/1984, 1.5473 , 1.6873 , 315.9380 , 4.5906 , 1.3023 
04/09/1984, 1.5390 , 1.6760 , 314.8903 , 4.5564 , 1.2926 
05/09/1984, 1.5465 , 1.6760 , 314.0578 , 4.5286 , 1.2847 
06/09/1984, 1.5387 , 1.6764 , 313.3434 , 4.5236 , 1.2833 
07/09/1984, 1.5392 , 1.6784 , 313.0844 , 4.5050 , 1.2780 
10/09/1984, 1.5333 , 1.6716 , 312.9872 , 4.5022 , 1.2736 
11/09/1984, 1.5320 , 1.6774 , 313.1550 , 4.5110 , 1.2761 
12/09/1984, 1.5341 , 1.6824 , 313.4040 , 4.5220 , 1.2792 
13/09/1984, 1.5267 , 1.6672 , 311.7489 , 4.4831 , 1.2682 
14/09/1984, 1.5224 , 1.6637 , 310.7397 , 4.4753 , 1.2660 
17/09/1984, 1.5056 , 1.6394 , 307.2814 , 4.3954 , 1.2434 
18/09/1984, 1.4835 , 1.6206 , 302.5427 , 4.3673 , 1.2285 
19/09/1984, 1.4930 , 1.6306 , 304.1385 , 4.4029 , 1.2385 
20/09/1984, 1.4750 , 1.6135 , 302.0173 , 4.3442 , 1.2220 
21/09/1984, 1.4868 , 1.6315 , 302.5656 , 4.4029 , 1.2385 
24/09/1984, 1.5000 , 1.6429 , 305.2556 , 4.4402 , 1.2490 
25/09/1984, 1.4894 , 1.6292 , 303.8823 , 4.3958 , 1.2365 
26/09/1984, 1.4864 , 1.6242 , 302.2596 , 4.3769 , 1.2312 
27/09/1984, 1.4958 , 1.6457 , 305.5928 , 4.4402 , 1.2490 
28/09/1984, 1.4877 , 1.6331 , 305.7112 , 4.4036 , 1.2387 
01/10/1984, 1.4881 , 1.6307 , 304.8939 , 4.4029 , 1.2385 
02/10/1984, 1.4914 , 1.6316 , 305.2483 , 4.4125 , 1.2412 
03/10/1984, 1.4986 , 1.6405 , 306.8116 , 4.4445 , 1.2502 
04/10/1984, 1.4925 , 1.6324 , 306.0402 , 4.4171 , 1.2425 
05/10/1984, 1.4810 , 1.6249 , 304.8474 , 4.3876 , 1.2342 
08/10/1984, 1.4837 , 1.6307 , 305.0571 , 4.3947 , 1.2362 
09/10/1984, 1.4755 , 1.6226 , 304.2899 , 4.3730 , 1.2301 
10/10/1984, 1.4734 , 1.6134 , 303.4920 , 4.3527 , 1.2244 
11/10/1984, 1.4738 , 1.6137 , 304.0334 , 4.3556 , 1.2252 
12/10/1984, 1.4768 , 1.6201 , 304.1766 , 4.3673 , 1.2285 
15/10/1984, 1.4564 , 1.5992 , 300.6803 , 4.2930 , 1.2076 
16/10/1984, 1.4517 , 1.5959 , 299.6893 , 4.2809 , 1.2042 
17/10/1984, 1.4477 , 1.5966 , 299.5151 , 4.2784 , 1.2035 
18/10/1984, 1.4176 , 1.5781 , 295.6977 , 4.2248 , 1.1884 
19/10/1984, 1.4300 , 1.5788 , 295.1455 , 4.2400 , 1.1927 
22/10/1984, 1.4357 , 1.5844 , 296.4865 , 4.2614 , 1.1987 
23/10/1984, 1.4451 , 1.5925 , 295.9874 , 4.2980 , 1.2090 
24/10/1984, 1.4440 , 1.6068 , 298.2170 , 4.3431 , 1.2217 
25/10/1984, 1.4438 , 1.6131 , 299.4739 , 4.3620 , 1.2270 
26/10/1984, 1.4403 , 1.6088 , 299.8290 , 4.3414 , 1.2212 
29/10/1984, 1.4360 , 1.5960 , 298.2896 , 4.3019 , 1.2101 
30/10/1984, 1.4323 , 1.5973 , 297.5948 , 4.3090 , 1.2121 
31/10/1984, 1.4479 , 1.6018 , 299.1014 , 4.3254 , 1.2167 
01/11/1984, 1.4342 , 1.6087 , 300.1005 , 4.3552 , 1.2251 
02/11/1984, 1.4593 , 1.6427 , 302.9797 , 4.4526 , 1.2525 
05/11/1984, 1.4642 , 1.6527 , 306.1515 , 4.4853 , 1.2617 
06/11/1984, 1.4658 , 1.6544 , 305.4619 , 4.4882 , 1.2625 
07/11/1984, 1.4762 , 1.6713 , 306.6375 , 4.5326 , 1.2750 
08/11/1984, 1.4695 , 1.6680 , 305.9407 , 4.5120 , 1.2692 
09/11/1984, 1.4692 , 1.6647 , 304.6120 , 4.4971 , 1.2650 
12/11/1984, 1.4704 , 1.6685 , 305.1569 , 4.5042 , 1.2670 
13/11/1984, 1.4766 , 1.6781 , 306.3043 , 4.5390 , 1.2768 
14/11/1984, 1.4669 , 1.6605 , 305.6366 , 4.4889 , 1.2627 
15/11/1984, 1.4697 , 1.6606 , 306.1806 , 4.4839 , 1.2613 
16/11/1984, 1.4651 , 1.6574 , 305.5355 , 4.4800 , 1.2602 
19/11/1984, 1.4549 , 1.6436 , 303.9860 , 4.4377 , 1.2483 
20/11/1984, 1.4523 , 1.6403 , 304.0649 , 4.4270 , 1.2453 
21/11/1984, 1.4357 , 1.6150 , 300.6760 , 4.3531 , 1.2245 
22/11/1984, 1.4320 , 1.6172 , 300.1218 , 4.3691 , 1.2290 
23/11/1984, 1.4236 , 1.6076 , 298.0460 , 4.3371 , 1.2200 
26/11/1984, 1.4064 , 1.5838 , 295.4190 , 4.2678 , 1.2005 
27/11/1984, 1.4127 , 1.5970 , 296.6036 , 4.2976 , 1.2089 
28/11/1984, 1.3947 , 1.5854 , 294.4652 , 4.2571 , 1.1975 
29/11/1984, 1.3921 , 1.5838 , 294.6140 , 4.2600 , 1.1983 
30/11/1984, 1.4030 , 1.5933 , 297.7954 , 4.2792 , 1.2037 
03/12/1984, 1.3958 , 1.5818 , 296.0615 , 4.2436 , 1.1937 
04/12/1984, 1.4099 , 1.5951 , 297.7039 , 4.2891 , 1.2065 
05/12/1984, 1.4109 , 1.5937 , 297.4812 , 4.2856 , 1.2055 
06/12/1984, 1.4180 , 1.5923 , 297.2074 , 4.2802 , 1.2040 
07/12/1984, 1.4140 , 1.5893 , 297.4384 , 4.2749 , 1.2025 
10/12/1984, 1.4300 , 1.5904 , 297.1025 , 4.2824 , 1.2046 
11/12/1984, 1.4242 , 1.5857 , 296.9219 , 4.2752 , 1.2026 
12/12/1984, 1.4160 , 1.5846 , 296.5022 , 4.2632 , 1.1992 
13/12/1984, 1.4159 , 1.5752 , 294.9485 , 4.2376 , 1.1920 
14/12/1984, 1.4223 , 1.5722 , 295.1160 , 4.2290 , 1.1896 
17/12/1984, 1.4199 , 1.5718 , 294.9206 , 4.2315 , 1.1903 
18/12/1984, 1.4171 , 1.5625 , 292.5814 , 4.2145 , 1.1855 
19/12/1984, 1.4126 , 1.5535 , 291.5863 , 4.1832 , 1.1767 
20/12/1984, 1.4060 , 1.5421 , 290.0148 , 4.1611 , 1.1705 
21/12/1984, 1.4058 , 1.5412 , 290.2977 , 4.1647 , 1.1715 
24/12/1984, 1.4064 , 1.5483 , 291.8308 , 4.1825 , 1.1765 
27/12/1984, 1.4047 , 1.5383 , 291.4333 , 4.1667 , 1.1655 
28/12/1984, 1.4047 , 1.5368 , 291.3986 , 4.1595 , 1.1635 
31/12/1984, 1.4029 , 1.5303 , 291.2949 , 4.1398 , 1.1580 
02/01/1985, 1.4035 , 1.5147 , 288.6316 , 4.0952 , 1.1455 
03/01/1985, 1.4118 , 1.5213 , 290.7648 , 4.1184 , 1.1520 
04/01/1985, 1.4149 , 1.5208 , 291.8360 , 4.1202 , 1.1525 
07/01/1985, 1.4247 , 1.5126 , 292.6742 , 4.0919 , 1.1446 
08/01/1985, 1.4208 , 1.5182 , 292.7136 , 4.1102 , 1.1497 
09/01/1985, 1.4007 , 1.5083 , 291.2636 , 4.0837 , 1.1423 
10/01/1985, 1.3858 , 1.4961 , 287.7343 , 4.0487 , 1.1325 
11/01/1985, 1.3737 , 1.4921 , 286.4977 , 4.0380 , 1.1295 
14/01/1985, 1.3606 , 1.4736 , 284.1155 , 3.9790 , 1.1130 
15/01/1985, 1.3744 , 1.4840 , 285.6970 , 4.0061 , 1.1206 
16/01/1985, 1.3696 , 1.4868 , 285.9906 , 4.0129 , 1.1225 
17/01/1985, 1.3687 , 1.4862 , 285.5207 , 4.0065 , 1.1207 
18/01/1985, 1.3762 , 1.4886 , 285.3350 , 4.0097 , 1.1216 
21/01/1985, 1.3781 , 1.4885 , 285.1454 , 4.0237 , 1.1255 
22/01/1985, 1.3826 , 1.4887 , 285.5922 , 4.0204 , 1.1246 
23/01/1985, 1.3719 , 1.4771 , 283.1836 , 3.9818 , 1.1138 
24/01/1985, 1.3706 , 1.4793 , 283.5677 , 3.9940 , 1.1172 
25/01/1985, 1.3653 , 1.4760 , 282.8000 , 3.9825 , 1.1140 
28/01/1985, 1.3623 , 1.4759 , 282.8150 , 3.9779 , 1.1127 
29/01/1985, 1.3685 , 1.4827 , 283.9181 , 3.9958 , 1.1177 
30/01/1985, 1.3796 , 1.4954 , 286.5841 , 4.0262 , 1.1262 
31/01/1985, 1.3883 , 1.4996 , 287.8475 , 4.0387 , 1.1297 
01/02/1985, 1.3940 , 1.4976 , 289.2982 , 4.0326 , 1.1280 
04/02/1985, 1.4041 , 1.4852 , 288.8636 , 3.9840 , 1.1144 
05/02/1985, 1.4253 , 1.4851 , 288.4746 , 3.9797 , 1.1132 
06/02/1985, 1.4241 , 1.4848 , 288.7457 , 3.9768 , 1.1124 
07/02/1985, 1.4590 , 1.4927 , 290.9562 , 3.9922 , 1.1167 
08/02/1985, 1.4414 , 1.4861 , 289.6618 , 3.9783 , 1.1128 
11/02/1985, 1.4397 , 1.4672 , 286.2541 , 3.9164 , 1.0955 
12/02/1985, 1.4561 , 1.4592 , 286.6910 , 3.8950 , 1.0895 
13/02/1985, 1.4648 , 1.4559 , 285.6477 , 3.8814 , 1.0857 
14/02/1985, 1.4646 , 1.4634 , 284.6456 , 3.9025 , 1.0916 
15/02/1985, 1.4909 , 1.4772 , 283.2653 , 3.9414 , 1.1025 
18/02/1985, 1.4866 , 1.4647 , 284.0474 , 3.9064 , 1.0927 
19/02/1985, 1.6042 , 1.4717 , 284.4506 , 3.9082 , 1.0932 
20/02/1985, 1.5982 , 1.4678 , 283.5787 , 3.8853 , 1.0868 
21/02/1985, 1.5163 , 1.4875 , 284.4576 , 3.8896 , 1.0880 
22/02/1985, 1.5248 , 1.4950 , 282.6712 , 3.8431 , 1.0750 
25/02/1985, 1.5209 , 1.4761 , 277.6447 , 3.7681 , 1.0540 
26/02/1985, 1.4896 , 1.4609 , 272.1183 , 3.7252 , 1.0420 
